id,name,description
12243,Albano Systems, Inc.,
956,Ricoh,"Ricoh is a global technology company specializing in office imaging equipment, production print solutions, document management systems and IT services. Headquartered in Tokyo, Ricoh Group, operates in more than 200 countries and regions. In the financial year ending March 2011, Ricoh Group had worldwide sales of 1,942 billion yen (approx. 23 billion USD).

The majority of the company's revenue comes from products, solutions and services that improve the interaction between people and information. Ricoh also produces award-winning digital cameras and specialized industrial products. It is known for the quality of its technology, the exceptional standard of its customer service and sustainability initiatives."
1136,Indiana Farm Bureau Insurance,"The Voice of Indiana Farmers since 1919

Sometimes our name confuses people. Yes, we advocate for agriculture and farmers, but our work reaches well beyond the farm. We represent the values Hoosiers embraced when they first built our great state: love for the land, dedication to hard work, and common sense character rooted in family and neighbors.

At Indiana Farm Bureau, we have a vision to keep agriculture in Indiana strong and vibrant, to provide quality food to Indiana residents and to protect the rural life we love.

Today, we are the largest grassroots farm organization in the state with more than 250,000 members. With offices in all 92 counties, we're your neighbor, your expert, your voice.

We are Indiana Farm Bureau. We are the Voice of Indiana Agriculture."
12244,People10 Technologies Inc,
10990,Mercury Systems, Inc,Mercury Systems is a leading commercial provider of secure sensor and mission processing subsystems. Optimized for customer and mission success, Mercury’s solutions power a wide variety of critical defense and intelligence programs. Headquartered in Andover, Mass., Mercury is pioneering a next-generation defense electronics business model specifically designed to meet the industry’s current and emerging technology needs.
784,Shiro Technologies,
2688,University of Penn Health System,"As one of the premiere academic medical centers in the United States, the University of Pennsylvania Health System offers exceptional employment opportunities at every location. Each of the entities within the University of Pennsylvania Health System possess their own unique environments but all share the same philosophy - a dedication to high-quality patient care and service as well as advancing medicine through research and education. Whether you work within the Hospital of the University of Pennsylvania, Penn Presbyterian Medical Center, Pennsylvania Hospital, our Clinical Practices, our PennCare network, or our Home Care and Hospice Services, you'll find a culture as dedicated to your development as to the care of our patients."
257,Object Systems Intl.,"We build software. We build teams. We build ideas. For nearly 20 years, we've helped companies from the Fortune 100 to regional firms solve their most challenging software, data and staffing needs. We also build products from concept to commercial or consumer application."
12245,Weir ESCO,
1784,McLaughlin Research Corp.,"# Multi-Disciplined Engineering and Technical Support Solutions

MRC has been providing multi-disciplined engineering and technical support solutions since 1947. Our prime contractor experience has been acquired through more than 75 major Navy IDIQ contracts and over 50 Naval Sea Systems Command SeaPort Enhanced (SeaPort-e) task orders for service.

## Mission

Deliver the highest quality products, services and solutions on time and on budget.

## Philosophy

  * Provide unparalleled attention to detail in all of our products and services

  * Achieve our goals in the most honest, responsible way

  * Strive for excellence in all aspects of our work

  * Make our customers our #1 priority all of the time

 _Equal Employment Opportunity Statement:_

McLaughlin Research Corporation is an Equal Opportunity and Affirmative Action Employer.  It is our policy to recruit, hire, promote, and train for all positions without regard to age, race, creed, religion, national origin, gender identity, marital status, sexual orientation, family responsibilities, pregnancy, minorities, genetic information, status as a person with a disability, amnesty or status as a protected veteran, and to base all such decisions upon the individual's qualifications and ability to perform the work assigned, consistent with contractual requirements and all federal, state and, local laws.

 _EEO is the Law:_

Applicants and employees are protected under Federal law from discrimination."
12246,Edge Services,Edge Services provides a wide variety of services to support the oil field industry, including Pre-set to set surface casting, Conductor / Cellar Drilling and Setting and Rathole/ Mousehole Drilling. We use premium technology and most experienced professionals to deliver the highest quality services in a safe and environmentally sound manner.
381,Prudent Technologies and Consulting,Prudent Consulting employs a stringent recruiting methodology that ensures every candidate is a perfect match for your position. We have proven experience in delivering qualified, reliable IT professionals at an unbeatable value. Regardless of whether you need IT resources on a contract or direct hire basis, our team of recruiting and staffing professionals is ready to support all of your business requirements. Our capabilities in providing high quality on-demand IT staffing across the spectrum of information technology have resulted in hundreds of successful projects.
981,QCT LLC,
12247,BlueTek Partners,
12248,Talus Partners,
822,Compunnel Inc,"**Celebrating 18 Years of Success & Growing**  

Compunnel Inc. has dedicated 18 years to envisioning and developing customized solutions designed to help our partners and clients get the most out of the latest technology. Founded in 1994, Compunnel has since grown to become a global leader in multiple venues including IT consulting and staffing, custom business application development, eLearning and enterprise applications.  

Compunnel has been recognized as one of the 50 fastest growing privately held companies in the United States by Inc. magazine. Compunnel is ISO 9001:2008 certified and is one of Microsoft's Gold Partners.  

Over the years, Compunnel has enjoyed a rich and varied industry experience. We have developed more than 5,000 websites, many robust business applications, and software as well as technical eLearning courses.  

Our Clients, which include Fortune 500 companies and come from an arena of industries ranging from health care and manufacturing to retail, technology, and finance, know they can rely on Compunnel to deliver customized and comprehensive solutions to complement your business and technical objectives.  

**"" Go Beyond"" Approach**  

Combining boundless innovation and the depth of our multidisciplinary team of professionals with our ""go beyond"" approach to service, Compunnel has the right resources to help companies of all sizes cultivate real business value at the right price.  

Headquartered in New Jersey, we also have a strong business presence in the UK and other parts of Europe as well as a state-of-the-art development facility in India, allowing us to leverage a generous repository of IT-skilled manpower and the consistent availability of external subject matter experts."
4981,Siri InfoSolutions Inc,
575,Technology Navigators,"Founded in 1999, Technology Navigators is an Austin born and based high-tech recruiting and staffing firm that has experienced and professional recruiters who know the people you need to know to grow! We place high value on our relationships so candidates can feel confident that our staff of professionals will keep in close contact with you throughout your search and beyond. Technology Navigators values our candidates' unique talents, skills and experiences and strive to showcase their best qualities to our clients."
11030,West Pharmaceutical Services Inc,"Leadership in Drug Administration Systems and Components Pharmaceutical, biopharmaceutical and medical device companies around the world rely on West Pharmaceutical Services, Inc. for standard-setting systems and device components for parenterally administered medicines.  

West applies proprietary materials science, formulation research and manufacturing innovation to advance the quality, therapeutic value, development speed and rapid market availability of   

pharmaceuticals, biologics, vaccines and consumer healthcare products."
4179,AB2 Consulting Inc,"AB2 Consulting Inc. is an internationally recognized, boutique consulting company, headquartered in Chicago, IL, focused on ecommerce consulting using all leading ecommerce platforms and providing a range of IT consulting services to small and medium sized companies worldwide. However, we are not your typical consulting firm providing the same set of proven techniques and methodologies for success. We are a constantly growing and evolving team of experts in many areas who become your partners in your IT department and help you discover, design and implement world class IT solutions for your organization. We can be there with you at every step of the way of your organization's journey, from its inception and early development, by helping you to implement your ideas and make them a reality; to the latest stages of its lifecycle; by bringing new found opportunities and assisting you in reinvigorating the enterprise. We are unique in many ways, from our international and highly educated and experienced staff to our approach to problem solving. We help to tip the scales in our clients' favor by originating bold and unprecedented strategies that are unforeseeable by opponents. We then go even further by actually helping with the implementation of our advice and essentially moving the heavy pieces on the crowded boards of the market towards the client's ultimate victory."
7983,The Edgewater Group LLC,
11026,Nintendo of America Inc.,"Introduced in 1985, the NES was an instant hit. Over the course of the next two years, it almost single-handedly revitalized the video game industry. Selling over 60 million units, people brought games like Mario and Zelda into their homes for the first time on the NES. 

On March 27, 2011 in the United States, Nintendo launches the Nintendo 3DS system, which allows users to view 3D content without the use of special glasses."
3397,SLAIT Consulting,"SLAIT Consulting is an information technology company that specializes in cyber-security and data center solutions. SLAIT holds top partner status and certifications with leading technology organizations which enables us to help businesses, government and educational institutions develop comprehensive plans to build and maintain their IT infrastructure.   

Since 1990, SLAIT has been listening to our clients’ needs and onboarding skilled IT professionals to assist clients with their toughest challenges. Our service offerings include staffing, fixed service deliverables and projects, managed services, or outsourcing of projects and functions. SLAIT provides complete life-cycle services for your data-center-centric requirements specializing in cyber-security, converged infrastructure, storage systems, private-cloud and hybrid-cloud. The team has also developed unique solutions and services integrating wireless-access, security appliances, as well as IOT business solutions for corporate and education environments.   

SLAIT is a privately owned firm, with a staff of over 400 professional employees serving clients along the East Coast and west to Texas. We work with our clients to take new approaches to reducing costs, increasing performance and mitigating risks."
907,GlobalLogic, Inc.,"Digital Product Engineering Services | GlobalLogic  <img height=""1"" width=""1"" src=""https://www.facebook.com/tr?id=2095236744135457&ev=PageView&noscript=1""/>

We are a full-lifecycle software development company that combines ** **[Experience Design](https://www.globallogic.com/what-we-do/user-experience-design/), Complex Engineering, and [Agile](https://www.globallogic.com/our-work/avid-agile-development-service/) Delivery to give you the best software product in the shortest time. Our design-led approach enables us to be a key partner in your [Digital transformation](https://www.globallogic.com/gl_news/digital-transformation-services-shaping-a-solutioning-mindset/) strategy. Not only can we build it, our top-tier brand strategists, ideation experts and UX designers can help you answer the question of what to build."
364,WinMax Systems Corporation,WinMax provides Business and IT Consulting Services to Fortune companies in the Bay Area and around the world. For the past 12+ years, we have been providing several Fortune companies with project resources, managed services, custom development solutions. Learn more at [**www.winmaxcorp.com**](http://www.winmaxcorp.com).
423,GCS,nGAGE is a UK-based group which genuinely supports, steers and brings together specialist recruitment businesses, enabling them to become market leaders in their chosen sector. As specialists, rather than generalists, we are resolutely focused on our chosen sectors, enabling us to achieve better results for our clients as part of our award-winning service offering.
12249,KGS TECHNOLOGY GROUP, Inc.,
4498,Pronix, Inc.,
4033,Rezult Technology,
227,Trinus Corporation,"Trinus Corporation is an IT professional services firm with practices in Data Management, Business Intelligence, Cloud, Security and DevOps that help our clients manage and transform their information technology for the digital era. For over 22 years, we have worked with companies of all sizes to deliver business-aligned solutions along operational, tactical and strategic dimensions for driving revenue growth and operational efficiencies. 

Trinus provides a full spectrum of IT services in strategy, operations, growth, and mergers & acquisitions to its clients. Our services are delivered onsite, onshore or offshore using advisory, project, staffing or managed services delivery models. One of our key value propositions is delivering fixed price managed services tied to business and IT outcomes by leveraging our proprietary processes and deep technology expertise. Trinus is a certified WBE/MBE/SBE firm."
5209,RCM Technologies,"RCM is a premier single-source provider of business and technology solutions with a strong vertical focus offering an integrated suite of services through a global delivery platform.   

RCM enables clients to realize the full value of their technology investments through the design, development and implementation of innovative solutions that fuel growth and profitability.  

Our combination of strong technical expertise and extensive industry knowledge drives RCM's ability to bring effective and efficient solutions to the critical business challenges of our clients resulting in a powerful competitive advantage in existing markets, development of new markets and accelerated delivery of products and services."
12267,Nextiva,
12268,RamQuest,
12269,Sportsrocket, Inc.,
10688,Decca Consulting LLC,"At Decca Consulting, we believe that success begins with exceeding our clients' expectations in both service and advice. Our target is to establish a long-term, trusted relationship with each of our clients, by continually providing staffing solutions that meet each organization's unique needs.

Founded in 2006, Decca Consulting has more than 50 years combined experience in staffing solutions. We believe in these three steps to successful staffing:

  1. Find the Best-Fit Talent

  2. Deliver on time

  3. Follow through with onsite support

 **Our Mission:** With a focus on timely delivery of the best candidates for the job, Decca Consulting is proud to serve the unique staffing needs of the gas and oil industry through targeted solutions and onsite support.

 ** **

 **Our Specialty:** Providing IT/Engineering staffing solutions for the gas and oil industry, delivering exceptional candidates experienced in the information technology arm that serves the ever-expanding world of the gas and oil industry. With more than a decade of experience in solving the unique staffing needs for the gas and oil industry, we are primed to meet the challenge of sourcing the right candidate in a timely, professional manner.

 **A Step Beyond:** Because of the trusted connection developed with our long-time, satisfied gas and oil clients, they asked for our assistance in sourcing the right candidates throughout their companies. So, we've expanded our services to provide staffing solutions beyond the realm of IT."
238,Marshwinds International,"Marshwinds International is a leading provider of business services to Fortune 1000 companies and has the experience and expertise to assume the responsibility of assisting you in solving your business needs. In all cases, our goal is to enable you to minimize risk and increase productivity as you implement your strategic initiatives.

Marshwinds International provides Services and Solutions to Clients ranging in size from Small Business Enterprises to Fortune 1000 and delivers to clients across multiple industries,

Each service we provide is a single thread in a complex formula. Marshwinds International has created a broad range of practices to address your service needs. Each practice features dedicated management and personnel, utilizing documented and repeatable methodologies. The result is an integrated suite of services that can be utilized separately or combined in innovative ways for even greater efficiencies for our clients.

Today's formula for success is the ability to quickly respond to the ever-changing needs of the marketplace. By forming a close partnership with each client, Marshwinds International is able to leverage its expertise in order to provide business solutions that enable you to optimize the needs of your organization.

Marshwinds International is a leading Services Organization with the ability to combine business solutions for companies of every size. Our approach is to work closely with each client, customizing each solution to solve their individual business problem.

All Marshwinds International professionals are carefully selected to ensure the best available solution for your needs whether it includes providing your organization with permanent placements, conducting executive searches, or developing business solutions utilizing our project teams or individual technical resources. At Marshwinds International, your success is our success, and we continually work to provide you with the best available answers for your business requirements."
10964,BDM, Saibber LLC,
892,The Carrera Agency,
3400,Chainyard, An IT People Corporation Business Unit,"**About Chainyard - An IT People Corporation Business Unit** 

We Turn Blockchain into Business Results. **Chainyard** is a group of Blockchain enthusiasts which form a dynamic organization with the expertise, process, and technology required to develop world-class business and software solutions. 

We offer education, technical workshops, architecture assessments, business systems solution design, user interface design, continuous integration and delivery pipelines, operational impact assessments, network support services, consortium building, governance models and other activities that are critical to enabling a business to participate in a decentralized ecosystem.

**Chainyard** is an emerging leader in Blockchain technology and application delivery, working with major corporations in the Blockchain space.  We accelerate the development of Blockchain infrastructure, middleware, and decentralized applications. Our teams bring extensive experience in architecting, designing, building, testing, securing and operating complex distributed systems to help early adopters of Blockchain technology succeed. We work with multiple Blockchain technologies and have a specific focus on Hyperledger Fabric and its ecosystem.

 **Blockchain Services**

 **Chainyard** is a pioneer in driving business adoption of Blockchain technologies across industries. Our Blockchain Services team provides valuable services to key players in the Blockchain ecosystem including infrastructure builders, decentralized application developers, and enterprises.

Blockchain technology makes it easier to establish trust, manage transactions and securely share data. This is disrupting business models by eliminating the need for many third-parties. Leading enterprises are turning to Blockchain to capture new business opportunities and streamline existing processes.

Businesses need Blockchain infrastructure designed to meet their requirements for privacy, compliance, and performance. Every day **Chainyard '**s team helps advance Hyperledger, the leading open business Blockchain. Our architects, developers, security researchers, performance analysts, test engineers, and DevOps experts are solidifying the foundation on which enterprise Blockchain solutions are built.

Blockchain value is unlocked by decentralized applications (Dapps) that implement re-envisioned business and technology models. Leading Dapp developers use IT People to move fast and ensure their solutions are built using best practices from the Blockchain community. We provide the right experts who bring the experience needed as solutions evolve from minimal viable products to enterprise-grade solutions.

Enterprises are exploring new ways to work with their suppliers and competitors using Blockchain-based business networks. They need to understand the new opportunities and threats that emerge because of the new models Blockchain enables. IT People provides needed guidance and skills through our services including:

  * Value Discovery Workshops,

  * Design Thinking Workshop for Blockchain, and

  * Technical Design Workshop for Blockchain.

In areas as diverse as asset trading, supply chains, health records and connected smart devices, **Chainyard 's Blockchain** Services is turning Blockchain potential into bona fide business results.

 ** **

 ** **"
3309,Consulting Solutions, Inc,"Established in July 2000 as a technology consulting firm, Consulting Solutions International (CSI) has become one of the fastest growing businesses in America as recognized in 2007 by both Entrepreneur Magazine (HOT 500) and Inc. Magazine (Inc. 5000). A commitment to our clients'​ success and our ability to deliver are key contributors to our steady growth. The CSI service delivery model provides the most appropriate talent and expertise throughout every phase of the project life cycle. Whether implementing an enterprise-wide ERP application or augmenting your current information technology (IT) resource pool, CSI is dedicated to delivering sustainable value to our clients. We offer a host of IT strategy and systems services, encompassing implementation, architecture, and design; systems engineering and integration; technology transfer; and enterprise resource management. CSI helps companies of all sizes around the world improve customer relationships, enhance partner collaboration and create efficiencies across their supply chains and business operations."
3628,Primetime Technologies Inc,
4160,Advance Digital Systems,
10948,Professional Vision Technologies,
10977,Naztec International Group LLC,"**NAZTEC INTERNATIONAL GROUP** helps clients achieve their business objectives through the appropriate use and implementation of technology. We pay attention to every detail to make sure that we satisfy our clients. Whether it's deadline, cost commitments, or the specific demand of your organization, your issues become our challenges.

We provide highly trained software professionals to supplement any project team. Within hours, our mobile workforce can mobilize resources quickly to meet the needs at your site, wherever you are around the world.

We can help you achieve your business objectives through the appropriate use and implementation of technology by providing expertise in the following areas.

  * Application development and support

  * Business analysis

  * Content management

  * Data warehousing and analysis

  * Database design, administration, and maintenance

  * eBusiness and Web applications

  * Management consulting

  * Network design, implementation, administration, and support

  * Operating systems support

  * Project management

  * Project outsourcing

  * Software installation and implementation

  * Software quality assurance and testing

  * Systems integration and conversions

  * Technical writing and documentation"
4340,Whiz Global LLC,
10980,Urpan Technologies Inc,UrpanTech has been providing staffing and recruitment services to businesses in the IT industry since 2000. As a reliable and resourceful organization, we aim to be your talent partner with the focus on your present and future business goals.
10981,Savera Solutions,"Savera Solutions is a solution provider company that accelerates business growth for its clients. We believe in delivering staffing solutions and engineering software products that have a true purpose. And we know that you need a partner that doesn't just plan, but one who can get it done. At Savera, we think big and solve small.

Savera is a global leader in providing solutions, software applications development/support & consulting and staffing solutions expertise in all business verticals like IT, Healthcare, Manufacturing, Pharmaceutical, Chemical, Banking,  Finance etc.

Our suite of services is designed to provide companies, hospitals with the accurate information and business intelligence required in this new era of corporate responsibility.

Savera is committed to providing customers with the best technical, functional, and real-world IT and Medical skills possible through our talented and experienced team."
12270,AgileTrailblazers,
12271,WebCreek Technology Inc.,
4322,Sharp Decisions,"For over two decades, Sharp Decisions has provided superior, award-winning service in strategic business and technology consulting services to government agencies at all levels, as well as domestic and global corporations. With subject matter expertise in Investment Banking, Finance, Healthcare, Media & Telecommunications, and Manufacturing, Sharp Decisions is well equipped to serve your needs.   

Established in 1990 with headquarters in New York City, and locations in Princeton, Charlotte, Los Angeles, Phoenix, Europe and Canada, Sharp Decisions has been the technology backbone for a client portfolio that includes an array of well-known companies. As a Certified Woman-Owned Business Enterprise and approved vendor, Sharp Decisions offers a powerful, cost-effective advantage. We actively partner with other MBEs to add value and meet diversity program requirements.   

Sharp Decisions is also committed to hiring and training post-9/11, tech-savvy U.S. armed forces veterans through our V.E.T.S.â„¢ (Vocation, Education and Training for Service members) Program, but we cannot do it alone. Companies like EmblemHealth, Freddie Mac and Experian have stepped up to bring aboard our highly qualified and skilled veterans. We need more companies like them to take a stand and bring our veterans aboard. Our clients have told us that our veterans are more effective than their college hires because two weeks on the job for them equates to 2-3 years of experience! Learn more at www.sharpdecisions.com/vetsprogram."
3543,Encode Inc.,"You are a smart, motivated IT professional seeking ongoing opportunities for professional and financial growth. We are Encode, Inc., an award winning Specialty Systems Integrator and IT Staff Augmentation provider. We work with a close knit community of well-proven IT professionals and a roster of Fortune 1,000 commercial as well as government clients to enable people, leverage technology and exceed expectations.  

Join us…working together we improve the world. We make it safer, more efficient and less error prone.  

We have close to twenty years of experience working with major vendors’ infrastructure products. We seek accomplished IT professionals to conduct needs assessments, solution architecture, product implementation, system integration, system testing, performance tuning, production support and “best practices” mentoring around a broad range of these technologies with a particular focus on messaging, security, data management, portal, ecommerce, and virtualization.  

In addition to continued exposure to interesting and varied project work, Encode offers a rich compensation package that may include a variety of additional benefits (depending on circumstances) including relocation assistance, technical training, INS sponsorship, weekly travel allowance, etc.  

Check out our postings and if any of our current requirements match your skillset, apply today for immediate consideration.  

Our clients depend on Encode to identify, screen and retain the best technical subject matter experts available. Speak with one of our recruiters today by clicking on the APPLY button."
736,Avco Consulting Inc.,
7819,CyberData Technologies,
3570,kyyba,"Kyyba group of companies are privately held and specialize in staff augmentation, application software and project solutions. In operation for more than 15 years, we have earned an enviable track record and reputation within all the industries we serve. Our unique processes and maturity enables us to understand the needs of the business organizations and provide business solutions that match the real and compelling needs of our customers. 

Headquartered in Michigan, Kyyba has multiple office locations and we serve local, regional and national client base consisting of Fortune 500 and middle market companies. Kyyba extends the above solutions and services to a broad spectrum of industry verticals ranging from automotive, insurance, technology, financial, transportation, government and so on."
9259,KMM Technologies Inc,"**Listen. Strategize. Engage. Deliver.**

Simply stated, KMM helps you to get the best from talented people.

We know that when great people come together in the right environment, energy flows and great performance follows. Success is revealed in motivation, in above- and-beyond effort and in financial results.

At KMM, we take the time to understand the full scope of our clients' needs and goals. This time invested up front allows us to pinpoint ideal solutions, saving our clients and consultants critical time and resources."
4230,Resourcesoft, Inc,"Founded in 1999, Resourcesoft, Inc. is a leading Technology Consulting and Professional Services organization. Headquartered in Marlborough, MA the company serves the technology needs of its clients nationwide. Resourcesoft has often been recognized by prominent rating agencies for its exemplary growth and stability. Resourcesoft partners with leading organizations to provide technology solutions within financial, insurance, education, government, publishing, healthcare and pharmaceutical domains. With the employees at the crux of every business endeavor, our success is driven by our expertise in pairing the right talent with the best jobs in the technology sector. We forge long term, personalized relationships with our employees to advance their career to the next level. We engage them in technology centric client projects that provide opportunities for them to evolve, innovate and deliver world class products and services. We are committed to providing our employees with the tools necessary to accelerate their career growth, while maintaining a healthy,work-lifebalance.   

Mission: Our mantra is ""Innovation in Technology"". We want to be the link between technology and the people who define it. Our mission is to consistently provide exceptional service and industry expertise to meet the diverse business needs of our clients. Resourcesoft's responsibility towards job seekers is to align their skills to the right job opportunity and enable excellence at the workplace.   

_Inspiring People for Greater Performance_"
3615,Bay State Search,"Job candidates can count on our industry-expert recruiters to work on their behalf to match their qualifications to positions with some of the nation's best employers. At Bay State Search, we look to move past credentials and technical skills to align our candidates with careers that will satisfy their short and long-term career goals, preferences, and motivations. Over 40 years of expertise and success is a result of our can-do philosophy: “We make it happen!”"
12272,Holtec International,
12273,Wade & Wendy,
12274,SCI Shared Resources, LLC,
7536,Blue Cross Blue Shield of Massachusetts,
12275,Planview Incorporated,
12276,ChefsFeed,
12277,Feedonomics,
12278,Gnostech,
12279,Surdex Corporation,
12280,Integrated Modern Engineering,
12281,Connected2fiber,
12282,Core-CSI LLC,
4342,TransTech,"Formerly known as BusTechs, TransTechs is the smart choice for skilled diesel technicians. Instead of focusing exclusively on bus technicians, we’ve expanded to service a full-range of vehicle fleets. If it carries people or products, we’ve got the technicians you need to keep it running at peak performance.  

Our business model gives your organization access to experienced and qualified diesel technicians without the hassle and expense of a traditional recruiting, hiring, and employment process. We constantly screen our technicians for regulatory compliance, and handle critical HR functions like payroll and benefits for the duration of their employment.  

Whether your organization needs to staff a large number of technicians or a large number of locations, TransTechs helps you find creative solutions to complex staffing requirements. Unlike other staffing providers, we can deliver a standardized and centralized hiring solution that is tailored to the unique demands of your organization.  

TransTechs is part of TrueBlue, Inc. (NYSE: TBI), a family of blue collar staffing companies and the leading provider of temporary employees for on-demand, light industrial and skilled trades jobs. Our relationship with TrueBlue gives our clients and technicians the resources of a large corporation combined with the personal touch of a smaller specialty provider.  

As commercial transportation becomes more demanding and competitive, TransTechs gives you the resources you need to outpace and outperform the rest of the industry."
4202,EStaff,"When you need a staffing partner that’s accessible, responsive, reputable and driven to exceed expectations — e-staff® won’t disappoint!   

We are individually owned staffing firms with a passion for providing quality talent and career opportunities to the customers we serve. Backed by the resources of a $22 billion leader in HR services, your workforce needs will be met by a team of staffing consultants who know your business and the diverse talent who live in our community. Partnering together, you get the best of both worlds: vast resources and the latest technologies combined with personalized service and staffing expertise!   

For more than 30 years, we have been connecting companies to qualified talent that contribute to their success. Experience the satisfaction that a service-driven, customer-focused staffing partner delivers!"
11365,Resolve Tech Solutions (RTS),
796,SSN Group LLC,"SN Group LLC. founded in 2005, is a Small, Minority and Women Owned business, providing Technology and Management Consulting Services based in Fairfax, VA. SSN Group provides application development and IT Staff Augmentation services to both public and private sector clients. The company has been recognized for its innovative approach to content management systems, intranet/extranets, self-service Web portals, and data management solutions. The company is dedicated to delivering easy-to-use, client-specific solutions to its customers, by using effective web and database technologies to meet their needs.   

The Management team has a combined experience of more than 20 years in the information technology industry in the areas of Software and Business application Development including the Operations. We leverage a distinctive combination of industry expertise, technical depth, and differentiated services to deliver the benefits of a world class technology and management consulting services to our clients. Our focused verticals include: Financial Services, Information Communication & Entertainment, Healthcare IT, Education, Federal and State Public Sector, and Telecommunications   

SSN Group a Small, Woman and/or Minority-Owned (SWaM) Certified from Commonwealth of Virginia and Virginia Minority Supplier Development Council. Since its inception in 2005, SSN Group took a steady growth path initially to a 10-15 people company (including contractors) who are technically qualified with professionalism and ethics. SSN Group currently engaged with reputed clients on multiple projects with expected annual revenues of USD 1.0 M for the current year of 2011. We strongly believe in our ability to grow on a sustainable basis, and maintain a differentiation in the market place and will significantly depend on our strength to attract, train, motivate, and retain our people."
4360,Corporate Technologies LLC,Corporate Technologies is a leading provider of managed IT solutions to businesses and institutions in Minnesota, North Dakota, Idaho, Southern California, Michigan and New Jersey. With a breadth of services, multiple locations, and over 230 employees strong, Corporate Technologies is able to support their customers on a national level. It offers a wide range of IT solutions, including managed IT services, staffing services, storage and virtualization solutions, VoIP and PBX telephone systems, computer networking solutions, repair and warranty services, and systems integration and consulting. Corporate Technologies’ Technology Advantage® program provides a niche service for small and medium size businesses requiring IT support and services. In addition, Corporate Technologies’ data center and online backup services bring highly secured managed services to our customers throughout the United States, providing business continuance for companies that require 24x7 uptime. Corporate Technologies has leveraged its 29 years of industry experience to gain many valuable certifications with leading manufacturers of technology hardware and software. For additional information on Corporate Technologies visit [www.gocorptech.com](http://www.gocorptech.com/) or call 800-680-8415
447,Thinkfind Corporation,Thinkfind Corporation is a leader in delivering technology services. We are a new company—with an experienced team focused on a fundamental idea—delivering great service. Whether you are a client, consultant, partner or a supplier—we are striving each day to redefine the standard for technology services. Count on us to be determined to help, and to do our best to ascertain your needs.
6678,Altimetrik Corp,"Altimetrik was formed in 2012 with a vision to create a global company that catalyses digital and technological transformation by continuously investing in talent, platforms and capabilities. We place great importance on client relationships and have benefited from strong organic growth, which have allowed us to build a large blue-chip client base comprised of leading global companies across industries. We have delivery centers in the US, Uruguay and India, and have a workforce of over 1800 professionals.

Altimetrik catalyses technology transformations for global enterprises, while driving agility, velocity and precision. Headquartered in Southfield, Michigan (USA), we are building a global workforce across our development locations in New Jersey City, Bangalore (India), Chennai (India), and Montevideo (Uruguay).

We help our customers achieve what they want, at the pace they want, by investing aggressively in new-age capabilities and solutions. We do this by fostering an enabling culture and creating an ecosystem that pushes the limits of technology to amplify possibilities and expedite market access.

Altimetrik is part of the $100 million Vattikuti ventures, which promotes research, technology, and solution building in the spaces of digital health, robotic surgical equipment, and financial inclusion towards the betterment of the health and financial status of the rural and unbanked population.

We have received several awards and recognitions from organizations such as Gartner, IDC, Nasscom, and ABI Research, and have been the subject of discussions related to open innovation, advanced technologies, and growth in various industry and academic forums of repute."
12283,Prime Therapeutics LLC,
9296,GENPACT,Genpact (NYSE: G) is a global professional services firm that makes business transformation real. We drive digital-led innovation and digitally-enabled intelligent operations for our clients, guided by our experience running thousands of processes for hundreds of Global Fortune 500 companies. We think with design, dream in digital, and solve problems with data and analytics. We obsess over operations and focus on the details – all 78,000+ of us. From New York to New Delhi and more than 20 countries in between, Genpact has the end-to-end expertise to connect every dot, reimagine every process, and reinvent companies’ ways of working. We know that rethinking each step from start to finish will create better business outcomes. Whatever it is, we’ll be there with you – putting data and digital to work to create bold, lasting results – because transformation happens [here](http://www.genpact.com/). Get to know us at [Genpact.com](http://www.genpact.com/) and on [LinkedIn](http://www.linkedin.com/company/210064?trk=tyah), [Twitter](https://twitter.com/genpact), [YouTube](https://www.youtube.com/user/GenpactLtd), and [Facebook](http://www.facebook.com/pages/Genpact/105635026136729).
4087,IMG Systems,"## RIGHT SOLUTIONS AND RIGHT RESOURCES

IMG Systems is a Global solution company focused on innovation and creating customer value to build a long term relationship and strategic partnership with our customers and with our employees.  Our values are a critical component of how we build a meaningful partnership and deliver results."
1840,International Logic Systems, Inc.,International Logic Systems, Inc. (ILS) is a certified woman-owned small disadvantaged business enterprise (DBE) offering innovative mobile-based technology, application development, operational support and consumer-focused business improvement solutions. Established in 1993, ILS supports projects for federal and commercial sectors.
648,Arrow Solutions Group,"Arrow Solutions Group is a Technology Staffing and Recruiting company with a proven track record of success in identifying and attracting top technology talent for contract, contract-to-hire or direct placement. 

We go beyond job descriptions and resumes to recruit the right skill set to ensure an organization’s success. Our insights into the IT job market help our clients achieve their business objectives while optimizing their IT workforce with a carefully screened technology team.

Technology Staffing and Recruiting:

Idaho, Minnesota, Montana, North Dakota, South Dakota, Utah, Wyoming"
12250,Ordway Labs,
